City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
135,Svetlogorsk,52.6333,29.7333,41.36,59,39,4.72,BY,2021-10-10 17:13:28
136,Caronport,50.4501,-105.8179,59.68,25,6,14.61,CA,2021-10-10 17:13:28
137,Faanui,-16.4833,-151.75,79.48,72,55,11.77,PF,2021-10-10 17:13:28
138,Sovetsk,55.0839,21.8785,45.1,64,1,6.24,RU,2021-10-10 17:13:29
139,Alofi,-19.0595,-169.9187,77.36,80,100,7.14,NU,2021-10-10 17:10:56
140,Camargo,27.6667,-105.1667,82.67,23,4,13.78,MX,2021-10-10 17:13:29
141,Pangnirtung,66.1451,-65.7125,39.15,61,24,4.09,CA,2021-10-10 17:13:29
142,Rassvet,46.8333,40.75,55.13,38,22,13.42,RU,2021-10-10 17:13:30
143,Codrington,-38.2667,141.9667,45.28,77,71,9.91,AU,2021-10-10 17:13:30
144,Pasighat,28.0667,95.3333,76.64,86,9,2.82,IN,2021-10-10 17:13:30
145,San Jose,37.3394,-121.895,69.78,49,1,3.44,US,2021-10-10 17:09:19
146,Hithadhoo,-0.6,73.0833,83.55,68,84,12.26,MV,2021-10-10 17:10:35
147,Majenang,-7.2975,108.7642,74.62,90,95,1.77,ID,2021-10-10 17:13:31
148,Petropavlovsk-Kamchatskiy,53.0452,158.6483,38.61,77,100,0.31,RU,2021-10-10 17:13:31
149,Khagaria,25.5,86.4833,78.93,70,0,6.51,IN,2021-10-10 17:13:31
150,Lamu,-2.2717,40.902,79.02,86,46,12.12,KE,2021-10-10 17:13:32
151,Jatibonico,21.9419,-79.17,89.49,49,34,5.93,CU,2021-10-10 17:13:32
152,Malanville,11.8685,3.3899,91.15,38,66,4.36,BJ,2021-10-10 17:13:32
153,Chingola,-12.529,27.8838,83.7,19,58,5.03,ZM,2021-10-10 17:13:33
154,Carnarvon,-24.8667,113.6333,66.27,72,0,17.27,AU,2021-10-10 17:11:13
155,Encruzilhada Do Sul,-30.5439,-52.5219,63.39,89,100,7.07,BR,2021-10-10 17:13:33
156,Harare,-17.8294,31.0539,64.81,75,78,15.08,ZW,2021-10-10 17:11:09
157,Mount Gambier,-37.8333,140.7667,48.0,56,86,6.55,AU,2021-10-10 17:13:33
158,Nassau,40.7507,-73.5829,65.21,81,90,1.01,US,2021-10-10 17:13:34
159,Marawi,7.9986,124.2928,66.65,93,100,7.05,PH,2021-10-10 17:08:42
160,Marienburg,54.0359,19.0266,48.88,57,0,6.33,PL,2021-10-10 17:13:34
161,Date,42.4681,140.8681,68.34,91,100,20.4,JP,2021-10-10 17:13:34
162,Krasnoarmeysk,51.0239,45.6969,51.15,48,3,1.52,RU,2021-10-10 17:13:35
163,Sorong,-0.8833,131.25,80.53,82,87,5.28,ID,2021-10-10 17:13:35
164,Ostrovnoy,68.0531,39.5131,42.58,95,100,3.69,RU,2021-10-10 17:11:22
165,Koslan,63.4564,48.8989,38.93,97,100,8.68,RU,2021-10-10 17:13:35
166,Ponta Delgada,37.7333,-25.6667,74.12,83,40,11.5,PT,2021-10-10 17:13:36
167,Nelson Bay,-32.7167,152.15,62.76,98,100,1.99,AU,2021-10-10 17:13:36
168,Airai,-8.9266,125.4092,61.23,69,100,1.23,TL,2021-10-10 17:13:36
169,Asau,46.4333,26.4,45.75,56,31,2.89,RO,2021-10-10 17:13:37
170,Krasnoselkup,65.7,82.4667,26.28,78,35,11.03,RU,2021-10-10 17:13:37
171,Georgetown,5.4112,100.3354,80.89,85,20,0.0,MY,2021-10-10 17:13:37
172,Lorengau,-2.0226,147.2712,81.12,77,95,5.5,PG,2021-10-10 17:13:38
173,Pag,44.445,15.0575,50.58,84,100,22.26,HR,2021-10-10 17:13:38
174,Barrow,71.2906,-156.7887,28.42,86,90,11.5,US,2021-10-10 17:13:38
175,Talaya,61.3833,152.75,5.81,87,4,2.84,RU,2021-10-10 17:13:39
176,Oktyabrskiy,54.4815,53.471,45.93,76,99,4.94,RU,2021-10-10 17:13:39
177,Cayenne,4.9333,-52.3333,91.44,74,0,5.99,GF,2021-10-10 17:10:24
178,Kalawit,8.0667,122.5167,78.1,91,100,7.92,PH,2021-10-10 17:13:39
179,Makakilo City,21.3469,-158.0858,73.72,78,90,12.66,US,2021-10-10 17:13:39
180,Razole,16.4833,81.8333,78.37,88,24,1.99,IN,2021-10-10 17:13:40
181,Mvuma,-19.2792,30.5283,57.54,87,73,14.99,ZW,2021-10-10 17:13:40
182,Longhua,23.6137,114.1919,74.46,95,100,3.24,CN,2021-10-10 17:12:10
183,Bima,-8.4667,118.7167,74.86,92,62,4.63,ID,2021-10-10 17:13:40
184,Saint-Joseph,-21.3667,55.6167,71.98,83,21,8.81,RE,2021-10-10 17:13:41
185,Bethel,41.3712,-73.414,63.64,86,90,1.99,US,2021-10-10 17:09:12
186,Homer,59.6425,-151.5483,44.49,81,75,20.71,US,2021-10-10 17:10:12
187,Oksfjord,70.2396,22.3479,45.52,87,100,6.87,NO,2021-10-10 17:13:41
188,Provideniya,64.3833,-173.3,27.59,92,100,8.03,RU,2021-10-10 17:13:42
189,Nhulunbuy,-12.2333,136.7667,74.01,88,79,0.0,AU,2021-10-10 17:10:48
190,Santa Maria,-29.6842,-53.8069,69.82,77,100,8.1,BR,2021-10-10 17:13:42
191,Vanavara,60.34,102.2797,32.11,85,100,10.67,RU,2021-10-10 17:13:42
192,Karratha,-20.7377,116.8463,75.34,42,5,8.28,AU,2021-10-10 17:13:43
193,Mount Isa,-20.7333,139.5,69.57,94,90,9.22,AU,2021-10-10 17:13:43
194,Hamilton,39.1834,-84.5333,81.91,70,1,1.99,US,2021-10-10 17:13:43
195,Chokurdakh,70.6333,147.9167,14.16,90,94,5.73,RU,2021-10-10 17:13:43
196,Yerbogachen,61.2767,108.0108,31.12,82,94,13.49,RU,2021-10-10 17:13:44
197,Camana,-16.6228,-72.7111,67.73,76,47,11.9,PE,2021-10-10 17:13:44
198,Elat,29.5581,34.9482,87.64,40,0,10.36,IL,2021-10-10 17:13:44
199,Dingle,10.9995,122.6711,75.31,93,100,7.85,PH,2021-10-10 17:13:45
200,Cherskiy,68.75,161.3,-1.48,99,83,5.3,RU,2021-10-10 17:13:45
201,Vandoeuvre-Les-Nancy,48.65,6.1833,57.38,61,0,3.44,FR,2021-10-10 17:13:45
202,Longyearbyen,78.2186,15.6401,21.04,86,20,10.36,SJ,2021-10-10 17:13:46
203,Wagar,16.1525,36.2032,97.29,28,50,6.71,SD,2021-10-10 17:13:46
204,Kieta,-6.2167,155.6333,78.39,83,82,4.29,PG,2021-10-10 17:13:46
205,Salalah,17.0151,54.0924,80.69,83,75,6.91,OM,2021-10-10 17:13:47
206,Rio Gallegos,-51.6226,-69.2181,55.45,38,40,17.27,AR,2021-10-10 17:10:47
207,Littleton,39.6133,-105.0166,63.54,38,20,1.01,US,2021-10-10 17:10:00
208,Tuktoyaktuk,69.4541,-133.0374,30.2,76,100,8.19,CA,2021-10-10 17:13:47
209,Strezhevoy,60.7333,77.5889,28.38,69,10,7.58,RU,2021-10-10 17:13:47
210,Yinchuan,38.4681,106.2731,48.65,35,65,4.23,CN,2021-10-10 17:13:48
211,Juneau,58.3019,-134.4197,43.84,95,90,3.44,US,2021-10-10 17:10:58
212,Luena,-11.7833,19.9167,81.46,25,32,6.31,AO,2021-10-10 17:13:48
213,Nikolskoye,59.7035,30.7861,52.39,67,31,8.52,RU,2021-10-10 17:10:20
214,Duku,11.2361,4.9073,86.86,49,86,3.04,NG,2021-10-10 17:13:48
215,Saint George,37.1041,-113.5841,65.43,44,1,1.99,US,2021-10-10 17:12:30
216,Auras,26.9167,80.5167,80.55,54,10,3.15,IN,2021-10-10 17:13:49
217,Isiro,2.7739,27.616,70.52,97,100,3.22,CD,2021-10-10 17:13:49
218,Torbay,47.6666,-52.7314,46.58,75,50,5.99,CA,2021-10-10 17:13:49
219,Kaitangata,-46.2817,169.8464,48.18,85,99,3.49,NZ,2021-10-10 17:13:50
220,Poum,-20.2333,164.0167,72.97,65,3,21.25,NC,2021-10-10 17:13:50
221,Nanortalik,60.1432,-45.2371,38.44,55,20,6.35,GL,2021-10-10 17:13:50
222,Moindou,-21.6924,165.677,62.55,70,2,4.5,NC,2021-10-10 17:13:51
223,Deming,32.2687,-107.7586,64.58,25,1,24.16,US,2021-10-10 17:13:51
224,Makamba,-4.1348,29.804,72.59,57,77,2.82,BI,2021-10-10 17:13:51
225,Suicheng,33.8963,117.9331,55.96,76,100,10.94,CN,2021-10-10 17:13:52
226,Zhanaozen,43.3,52.8,52.63,30,89,7.4,KZ,2021-10-10 17:13:52
227,Iturama,-19.7281,-50.1956,73.38,83,99,1.48,BR,2021-10-10 17:13:52
228,Sindor,62.8629,51.8905,34.45,95,100,7.94,RU,2021-10-10 17:13:53
229,Rio Cuarto,-33.1307,-64.3499,64.17,68,75,19.57,AR,2021-10-10 17:13:53
230,Kuito,-12.3833,16.9333,76.53,29,83,2.71,AO,2021-10-10 17:13:53
231,Yeppoon,-23.1333,150.7333,62.38,80,1,7.96,AU,2021-10-10 17:11:49
232,Manado,1.487,124.8455,77.77,94,20,0.0,ID,2021-10-10 17:13:54
233,Komsomolskiy,40.4272,71.7189,50.72,71,97,2.3,UZ,2021-10-10 17:13:54
234,Plettenberg Bay,-34.0527,23.3716,59.72,80,25,10.87,ZA,2021-10-10 17:13:54
235,Margate,51.3813,1.3862,61.03,83,97,4.0,GB,2021-10-10 17:13:55
236,Yar-Sale,66.8333,70.8333,28.38,94,68,10.58,RU,2021-10-10 17:10:50
237,Vila Franca Do Campo,37.7167,-25.4333,73.81,84,95,9.15,PT,2021-10-10 17:13:55
238,New Amsterdam,6.25,-57.5167,92.52,49,81,7.58,GY,2021-10-10 17:13:55
239,Jamai,22.2,78.5833,70.2,62,5,0.85,IN,2021-10-10 17:13:55
240,Saskylakh,71.9167,114.0833,12.0,97,100,6.87,RU,2021-10-10 17:13:56
241,Ambilobe,-13.2,49.05,76.01,60,95,4.7,MG,2021-10-10 17:13:56
242,Laguna,38.421,-121.4238,70.02,57,1,1.01,US,2021-10-10 17:12:23
243,Ushibuka,32.1906,130.0228,74.93,79,0,5.66,JP,2021-10-10 17:13:56
244,Naryan-Mar,67.6713,53.087,30.85,94,100,13.18,RU,2021-10-10 17:13:57
245,Coihaique,-45.5752,-72.0662,57.81,62,75,8.05,CL,2021-10-10 17:13:57
246,Ciudad Bolivar,8.1222,-63.5497,92.1,50,94,6.4,VE,2021-10-10 17:13:57
247,Ulaangom,49.9811,92.0667,34.7,64,7,2.39,MN,2021-10-10 17:13:58
248,Krasnyy Yar,46.5331,48.3456,44.53,51,100,5.12,RU,2021-10-10 17:13:58
249,Salta,-24.7859,-65.4117,77.58,46,44,8.01,AR,2021-10-10 17:13:58
250,Shankargarh,25.1833,81.6167,78.21,56,6,3.85,IN,2021-10-10 17:13:59
251,Caravelas,-17.7125,-39.2481,76.05,75,100,7.96,BR,2021-10-10 17:13:59
252,Marang,5.2056,103.2059,79.74,86,84,3.44,MY,2021-10-10 17:13:59
253,Port-Gentil,-0.7193,8.7815,78.13,85,97,8.86,GA,2021-10-10 17:14:00
254,Gushikawa,26.3544,127.8686,81.99,88,20,18.41,JP,2021-10-10 17:14:00
255,Saint-Louis,16.3333,-15.0,102.83,15,62,8.08,SN,2021-10-10 17:14:00
256,Leh,34.1667,77.5833,46.45,20,0,5.41,IN,2021-10-10 17:14:00
257,Victoria,22.2855,114.1577,81.32,89,100,5.99,HK,2021-10-10 17:10:41
258,Nouadhibou,20.931,-17.0347,70.18,81,0,24.09,MR,2021-10-10 17:14:01
259,Krasnovishersk,60.4078,57.082,31.24,66,100,3.65,RU,2021-10-10 17:14:01
260,Roma,43.2128,-75.4557,70.12,72,90,11.5,US,2021-10-10 17:10:39
261,Ixtapa,20.7,-105.2,88.83,66,40,0.0,MX,2021-10-10 17:14:02
262,Hovd,48.0056,91.6419,36.39,36,3,1.79,MN,2021-10-10 17:14:02
263,Rockland,41.1668,-74.0496,63.79,87,100,1.99,US,2021-10-10 17:14:03
264,Pine Bluff,34.2284,-92.0032,82.47,59,20,15.99,US,2021-10-10 17:14:03
265,Veraval,20.9,70.3667,82.71,77,49,3.67,IN,2021-10-10 17:14:03
266,Half Moon Bay,37.4636,-122.4286,69.82,72,90,0.0,US,2021-10-10 17:14:04
267,Pisco,-13.7,-76.2167,67.01,77,0,9.22,PE,2021-10-10 17:14:04
268,Akdepe,42.0551,59.3788,51.8,34,0,4.74,TM,2021-10-10 17:14:04
269,Geraldton,-28.7667,114.6,52.21,87,99,0.0,AU,2021-10-10 17:10:33
270,Tezu,27.9167,96.1667,76.86,77,6,3.4,IN,2021-10-10 17:14:05
271,Phuket,8.0,98.25,82.09,94,75,10.36,TH,2021-10-10 17:12:16
272,El Fuerte,26.4189,-108.6194,89.04,41,1,3.53,MX,2021-10-10 17:14:05
273,Labuhan,-6.8844,112.2051,78.71,76,71,10.89,ID,2021-10-10 17:14:05
274,Bud,39.447,-86.1758,81.3,71,100,15.01,US,2021-10-10 17:14:05
275,Avarua,-21.2078,-159.775,66.25,94,98,1.14,CK,2021-10-10 17:11:17
276,Hasaki,35.7333,140.8333,66.29,69,39,16.89,JP,2021-10-10 17:11:47
277,Farafangana,-22.8167,47.8333,72.66,81,13,12.3,MG,2021-10-10 17:14:06
278,Milkovo,54.7167,158.6167,32.16,73,100,0.67,RU,2021-10-10 17:14:06
279,Acambay,19.9558,-99.8417,68.27,56,6,1.39,MX,2021-10-10 17:14:07
280,Osorno,-40.5667,-73.15,59.31,67,75,4.61,CL,2021-10-10 17:14:07
281,Lagos,6.5833,3.75,80.6,82,90,5.48,NG,2021-10-10 17:14:07
282,Lebu,-37.6167,-73.65,56.84,70,86,6.96,CL,2021-10-10 17:10:35
283,Svetlaya,46.5389,138.3297,50.5,60,97,17.47,RU,2021-10-10 17:14:08
284,Flinders,-34.5833,150.8552,54.21,87,100,7.0,AU,2021-10-10 17:14:08
285,Wadena,46.4425,-95.1361,62.38,94,90,6.91,US,2021-10-10 17:14:08
286,Skelleftea,64.7507,20.9528,55.0,69,90,1.01,SE,2021-10-10 17:14:09
287,Nampula,-15.1165,39.2666,79.9,46,33,12.91,MZ,2021-10-10 17:14:09
288,Tiznit,29.5833,-9.5,80.4,30,100,0.89,MA,2021-10-10 17:14:09
289,Stephenville,32.2207,-98.2023,84.29,62,40,18.41,US,2021-10-10 17:14:10
290,Sao Filipe,14.8961,-24.4956,81.23,71,0,4.27,CV,2021-10-10 17:12:22
291,Araxa,-19.5933,-46.9406,68.86,84,99,6.93,BR,2021-10-10 17:12:29
292,Trat,12.5,102.5,83.98,95,98,3.51,TH,2021-10-10 17:14:10
293,Mandalgovi,45.7625,106.2708,37.13,37,0,9.08,MN,2021-10-10 17:14:10
294,Mlonggo,-6.5333,110.7,78.51,71,78,4.68,ID,2021-10-10 17:14:11
295,Vestmanna,62.1564,-7.1664,41.92,87,75,14.97,FO,2021-10-10 17:14:11
296,Srednekolymsk,67.45,153.6833,7.61,95,14,3.27,RU,2021-10-10 17:10:15
